,STT,Mã học phần,Tên học phần,Thời lượng,Số tín chỉ,TC học phí,Viện Quản lý,Học phần điều kiện,Tên tiếng anh,Trọng số,Mục tiêu,Nội dung
7135,7135,TEX4910,Đồ án tốt nghiệp cử nhân,6(0-0-12-24),6,15,KCNDMVTT,TEX4900=,Bachelor Thesis,0.5,,
7136,7136,TEX4911,Thực tập kỹ thuật,2(0-0-6-4),2,4,KCNDMVTT, ,Engineering Practicum,0.5,,
7137,7137,TEX4912,Thực tập kỹ thuật,2(0-0-6-4),2,4,KCNDMVTT, ,Engineering Practicum,0.5,,
7138,7138,TEX4913,Đồ án thiết kế quy trình công nghệ nhuộm vải,3(0-0-6-12),3,6,KCNDMVTT,TEX4513,Project of designing fabric dyeing technology,0.5,,
7139,7139,TEX4914,Thực tập kỹ thuật,2(0-0-6-4),2,4,KCNDMVTT, ,Engineering Practicum,0.6,,
7140,7140,TEX4921,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,KCNDMVTT,TEX4911,Bachelor Final Project,0.5,,
7141,7141,TEX4922,Đồ án tốt nghiệp cử nhân,6(0-0-12-12),6,15,KCNDMVTT, ,Bachelor Final Project,0.5,,
7142,7142,TEX4923,Đồ án thiết kế phòng thí nghiệm trong nhà máy nhuộm-hoàn tất,3(0-0-6-12),3,6,KCNDMVTT,TEX4473,Project of designing laboratory in dyeing and finishing factory,0.5,,
7143,7143,TEX4924,Đồ án tốt nghiệp,6(0-0-12-12),6,15,KCNDMVTT, ,Graduation Project,0.5,,
7144,7144,TEX4935,Đồ án thiết kế sản phẩm da giầy,3(0-0-6-12),3,6,KCNDMVTT,"TEX4495,TEX4505",Project of footwear and leather goods design,0.5,,
7145,7145,TEX4942,Đồ án triển khai sản xuất trên dây chuyền may,3(0-0-6-12),3,6,KCNDMVTT,TEX4422,Project of production deployment on sewing line,0.5,,
7146,7146,TEX4951,Đồ án Thiết kế dây chuyền dệt kim,3(0-0-6-12),3,6,KCNDMVTT,TEX3101,Project of knitting line design,0.5,,
7147,7147,TEX4956,Đồ án thiết kế sản phẩm dệt thoi,3(0-0-6-12),3,6,KCNDMVTT,TEX3101,Project of woven product design,0.5,,
7148,7148,TEX4961,Đồ án nghiên cứu Cử nhân (Kỹ thuật Dệt),8(0-0-16-32),8,20,KCNDMVTT, ,Bachelor of Science Research Project,0.5,,
7149,7149,TEX4962,Đồ án nghiên cứu Cử nhân (Công nghệ May),8(0-0-16-32),8,20,KCNDMVTT, ,Bachelor of Science Research Project,0.5,,
7150,7150,TEX4966,Đồ án thiết kế sản phẩm dệt kim,3(0-0-6-12),3,6,KCNDMVTT,TEX3101,Project of knitted product design,0.5,,
7151,7151,TEX4971,Đồ án thiết kế dây chuyền kéo sợi,3(0-0-6-12),3,6,KCNDMVTT,TEX3101,Project of design spinning line,0.5,,
7152,7152,TEX4972,Đồ án xây dựng tài liệu thiết kế kỹ thuật,3(0-0-6-12),3,6,KCNDMVTT,TEX4512,Design project of technical document,0.5,,
7153,7153,TEX4981,Đồ án Thiết kế dây chuyền dệt thoi,3(0-0-6-12),3,6,KCNDMVTT,TEX3101,Project of Woven line design,0.5,,
7154,7154,TEX5004,Vệ sinh sinh thái sản phẩm da giầy,2(2-0-0-4),2,2,KCNDMVTT, ,Hygiene and ecology of footwear and leather goods,0.7,"Sinh viên nắm được kiến cơ bản về mối quan hệ giữa bàn chân (chân) – giầy dép
và môi trường xung quanh, các yêu cầu vệ sinh sinh thái
đối với sản phẩm da giầy và phương pháp đánh giá, từ đó có thể áp dụng trong
thiết kế và sản xuất sản phẩm da giầy.","* Tính vệ sinh của giầy: Mối quan hệ giữa bàn chân – cơ thể và môi trường, Các yêu cầu vệ sinh đối với sản phẩm da giầy và phương pháp đánh giá;
  * Tính sinh thái của sản phẩm da giầy: Các yêu sinh thái đối với sản phẩm da giầy và phương pháp đánh giá."
7155,7155,TEX5005,Đồ họa quảng cáo thời trang,2(1-2-0-4),2,3,KCNDMVTT, ,Fashion advertisting graphics,0.6,,
7156,7156,TEX5011,Thực tập tốt nghiệp,4(0-0-8-16),4,10,KCNDMVTT, ,Graduation Practicum,0.5,,
7157,7157,TEX5012,Thực tập tốt nghiệp,4(0-0-8-16),4,10,KCNDMVTT, ,Graduation Practicum,0.5,,
7158,7158,TEX5013,Thực tập tốt nghiệp,4(0-0-8-16),4,10,KCNDMVTT, ,Graduation Practicum,0.5,,
7159,7159,TEX5014,Thiết kế giầy chuyên dụng,2(2-0-0-4),2,2,KCNDMVTT, ,Special shoe design,0.6,"Sinh viên nắm được kiến thức về thiết kế các loại giầy chuyên dụng (giầy thể
thao, giầy bảo hộ lao động và giầy cho người khuyết tật bàn chân), có thể áp
dụng kiến thức trong thực tế sản xuất các loại giầy này.","Thiết kế giầy thể thao; Thiết kế giầy bảo hộ lao động cho các ngành nghề khác
nhau; Thiết giầy chỉnh hình và giầy chữa bệnh bàn chân; Bài tập: Thiết kế một
loại giầy chuyên dụng."
7160,7160,TEX5015,Dự báo xu hướng thời trang,2(1-2-0-4),2,3,KCNDMVTT, ,Fashion Trend Forecasting,0.6,,
7161,7161,TEX5016,Quản trị dự án dệt may,2(2-1-0-4),2,3,KCNDMVTT, ,Project management in textile and garment industry,0.7,,
7162,7162,TEX5021,Cấu trúc sợi,2(2-0-0-4),2,2,KCNDMVTT, ,Structure of Yarns,0.7,"Sinh viên nắm được những kiến thức cơ bản và cập nhật những thông tin mới về
các nguyên lý tạo sợi cũng như các cấu trúc sợi cơ bản, ưu nhược điểm và phạm
vi ứng dụng của các loại sợi. Biết tiếp cận phương pháp lập mô hình cấu trúc
sợi","Nguyên lý tạo sợi và các cấu trúc sợi tạo ra từ các nguyên lý khác nhau; Các
thông số công nghệ và vật liệu ảnh hưởng đến chất lượng sợi; Ưu nhược điểm của
từng cấu trúc sợi và ứng dụng của các loại sợi."
7163,7163,TEX5022,Tổ chức lao động trong công nghiệp may,2(2-1-0-4),2,3,KCNDMVTT, ,Organization & Labour Norm in Garment Industry,0.7,,
7164,7164,TEX5023,Động học nhuộm,2(2-0-0-4),2,2,KCNDMVTT, ,Dyeing kinetics,0.7,"Sinh viên nắm được bản chất của các quá trình hóa lý, hóa học trong quá trình
nhuộm; Các yếu tố tác động lên động học nhuộm: ái lực thuốc nhuộm, nhiệt, cơ,
hoá chất xúc tác v.v. cho từng loại thuốc nhuộm, từ đó có khả năng lựa chọn và
thiết lập quy trình công nghệ nhuộm các loại sản phẩm dệt may đạt hiệu quả cao
nhất.","* Bản chất quá trình nhuộm: đặc điểm các dung dịch nhuộm, đặc điểm các loại vật liệu dệt trong dung dịch;
  * Phương trình tính toán khả năng khuếch tán, hấp phụ thuốc nhuộm, ái lực thuốc nhuộm;

  * Phương pháp xác định động lực học, nhiệt động học quá trình nhuộm bằng các loại thuốc nhuộm trực tiếp, thuốc nhuộm axit, thuốc nhuộm hoạt tính, thuốc nhuộm cation, thuốc nhuộm hoàn nguyên, thuốc nhuộm lưu huỳnh và thuốc nhuộm phân tán cho vật liệu dệt phù hợp."
7165,7165,TEX5024,Tạo mẫu sản phẩm da giầy,3(2-0-2-6),3,5,KCNDMVTT, ,Fashion Design of Footwear and Leather Goods,0.6,"Sinh viên nắm được kiến thức cơ bản về giầy và sản phẩm da và cơ sở để tạo mẫu
giầy và sản phẩm da và. Sau khi hoàn thành học
phần này, sinh viên có khả năng độc lập nghiên cứu và vận dụng các kỹ năng
thiết kế mỹ thuật để đề xuất các giải pháp thiết kế mang tính thẩm mỹ và ứng
dụng thực tế.","Khái niệm, chức năng của giầy và sản phẩm da; Đối tượng sử dụng sản phẩm; Xu
hướng thời trang; Nghiên cứu và phát triển ý tưởng; Vật liệu sử dụng; Thiết kế
mẫu sản phẩm cho sản xuất công nghiệp; Thiết kế một dòng sản phẩm theo chủ đề.
Thực hành phác thảo các bộ sưu tập mẫu dầy và sản phẩm da."
7166,7166,TEX5025,Tạo mẫu thời trang mang phong cách dân tộc,3(1-4-0-6),3,5,KCNDMVTT, ,Ethnic design in fashion,0.6,,
7167,7167,TEX5031,Thiết kế vải dệt thoi,2(2-0-1-4),2,3.5,KCNDMVTT, ,Design of Woven Fabrics,0.7,"Sinh viên nắm được các kiến thức cơ bản về kiểu dệt, yêu cầu công nghệ để sản
xuất vải dệt thoi cùng với các kỹ năng tính toán thiết kế sáng tạo ra các loại
vải mới.","Kiểu dệt, tính chất và yêu cầu công nghệ để sản xuất các loại vải trơn 1 lớp;
Kiểu dệt, tính chất và yêu cầu công nghệ để sản xuất các loại vải kẻ; Kiểu
dệt, tính chất và yêu cầu công nghệ để sản xuất các loại vải hoa 1 lớp; Kiểu
dệt, tính chất và yêu cầu công nghệ để sản xuất các loại vải nhiều lớp; Các
kiểu dệt đặc biệt và yêu cầu công nghệ để dệt; Mối quan hệ giữa cấu trúc và
đặc tính của vải."
7168,7168,TEX5032,Đo lường may,2(2-1-0-4),2,3,KCNDMVTT, ,Garment Measurement,0.7,"Sinh viên nắm được những kiến thức cơ bản về kỹ thuật đo lường, sinh viên biết
chọn các phương pháp, dụng cụ, thiết bị đo phục vụ trong nghiên cứu và kiểm
tra trong sản xuất may công nghiệp.","* Một số khái niệm cơ bản về đo lường; Phân loại các phương pháp đo; Nguyên lý và thiết bị đo, kiểm tra các thông số nhân trắc học;
  * Các thông số của quá trình sản xuất may trong khâu trải cắt, may và hoàn tất sản phẩm may."
7169,7169,TEX5033,Ứng dụng tin học và tự động hoá trong in nhuộm,2(2-1-0-4),2,3,KCNDMVTT, ,Informatic and automatic applications in printing and dyeing,0.7,"Sinh viên nắm được khả năng ứng dụng tin học và tự động hóa trong nhà máy in
nhuộm hoàn tất, có khả năng áp dụng kiến thức trong thực tế sản xuất.","* Hệ thống sản xuất hiện đại trong nhà máy in nhuộm hoàn tất hàng dệt;
  * Tin học và tự động hóa trong hệ thống sản xuất nhà máy in nhuộm hoàn tất:

  * Áp dụng tin học và tự động hóa trong phòng thí nghiệm hoá nhuộm, trong thiết kế sản phẩm, trong xưởng in nhuộm hoàn tất sản phẩm dệt, trong quản lý các hoạt động hỗ trợ cho sản xuất; Hệ thống tích hợp trong nhà máy in nhuộm hoàn tất."
7170,7170,TEX5034,Thiết kế phom giầy,2(1-2-0-4),2,3,KCNDMVTT, ,Shoe Lasts Design,0.6,"Sinh viên nắm được kiến về cơ sở thiết kế, phương pháp thiết kế và nhân cỡ số
phom giầy có khả năng áp dụng vào thực tiễn sản xuất.","Tổng quan về thiết kế phom giầy; Cơ sở thiết kế phom giầy; Các phương pháp
thiết kế phom giầy; Ứng dụng tin học và tự động hóa trong thiết kế phom giầy."
7171,7171,TEX5035,Tạo mẫu thời trang 3D,2(0-0-4-4),2,6,KCNDMVTT, ,3D fashion design,0.6,,
7172,7172,TEX5041,Cấu trúc vải dệt kim,2(2-0-1-4),2,3.5,KCNDMVTT, ,Structure of Knitted Fabrics,0.7,"Sinh viên nắm được các kiến thức cơ bản về kiểu dệt, yêu cầu công nghệ để sản
xuất vải dệt kim đan dọc và đan ngang cùng với các kỹ
năng tính toán thiết kế sáng tạo ra các loại vải mới.","Kiểu dệt và yêu cầu công nghệ để sản xuất các loại vải dệt kim đan ngang từ cơ
bản đến phức tạp; Kiểu dệt và yêu cầu công nghệ để sản xuất các loại vải dệt
kim đan dọc từ cơ bản đến phức tạp; Các kiểu dệt đặc biệt và yêu cầu công nghệ
để dệt sản phẩm hoàn chỉnh và bán sản phẩm định hình; Mối quan hệ giữa cấu
trúc và đặc tính của vải."
7173,7173,TEX5042,Thiết kế nhà máy may,3(2-2-0-6),3,4,KCNDMVTT,TEX3101,Garment factory design,0.7,"* Sinh viên có khả năng tổng hợp và hệ thống hóa kiến thức đã học về công nghệ, thiết bị và thiết kế xí nghiệp may, vận dụng kiến thức để giải quyết nhiệm vụ thiết kế đặt ra; Có khả năng phân tích đặc điểm quá trình sản phẩm may, điều kiện tổ chức quá trình sản xuất sản phẩm;
  * Đề xuất các giải pháp tổ chức, kỹ thuật công nghệ; Xây dựng tài liệu kỹ thuật công nghệ và thiết kế xí nghiệp may sản phẩm.","* Phân tích dữ liệu ban đầu;
  * Thiết lập nhiệm vụ sản xuất;

  * Xây dựng các quy trình công nghệ sản xuất sản phẩm;

  * Lựa chọn hình thức tổ chức và công suất xí nghiệp;

  * Xây dựng sơ đồ quá trình công nghệ sản xuất và bố trí mặt bằng xí nghiệp,

  * Xây dựng sơ đồ công nghệ sản xuất và bố trí mặt bằng chuyền trong các phân xưởng của xí nghiệp."
7174,7174,TEX5043,Kiểm tra chất lượng sản phẩm nhuộm-hoàn tất,2(2-1-0-4),2,3,KCNDMVTT, ,Quality Testing of Dyed and Finished products,0.7,"* Sinh viên nắm được các đặc trưng cấu thành chất lượng, phương pháp kiểm soát và kiểm tra chất lượng sản phẩm từ nguyên liệu đầu vào, bán thành phẩm đến thành phẩm.
  * Sinh viên có khả năng áp dụng kiến thức đã học vào thực tế sản xuất.","Các đặc trưng cấu thành chất lượng sản phẩm; Các chỉ tiêu và phương pháp kiểm
tra chất lượng nguyên liệu đầu vào, bán thành phẩm và thành phẩm của các công
đoạn tiền xử lý – nhuộm – in – hoàn tất; Ảnh hưởng của các đặc trưng chất
lượng bán thành phẩm đến chất lượng sản phẩm của khâu gia công tiếp theo."
7175,7175,TEX5044,Tin học ứng dụng trong tạo mẫu sản phẩm da giầy,2(0-0-4-4),2,6,KCNDMVTT, ,Applied Informatics in Footwear and Leather Goods Fashion Design,0.6,"Sinh viên nắm được kiến cơ bản về ứng dụng tin học trong thiết kế mỹ thuật sản
phẩm da giầy, có kỹ năng sử dụng các phần mềm đồ họa để thiết kế (thể hiện mỹ
thuật) các mẫu giầy và phụ trang.","* Các phần mềm tiêu biểu sử dụng trong thiết kế mỹ thuật giầy và phụ trang;
  * Thực hành thiết kế mỹ thuật các mẫu giầy và phụ trang cơ bản trên các phần mềm đồ họa chuyên dụng."
7176,7176,TEX5045,Thiết kế bộ sưu tập thời trang công nghiệp,2(2-1-0-4),2,3,KCNDMVTT, ,Ready-to-wear collection,0.6,,
7177,7177,TEX5051,Tin học ứng dụng trong công nghiệp dệt,2(2-0-1-4),2,3.5,KCNDMVTT, ,Applied Informatics in Textile Industry,0.7,"Sinh viên có khả năng sử dụng các phần mềm chuyên dụng để thiết kế vải và tự
động hóa các quá trình sản xuất trong công nghệ dệt. Sử dụng các phần mềm
thông dụng để giải các bài toán kỹ thuật và công nghệ trong công nghệ dệt.","Ứng dụng các phần mềm thông dụng như Excel, Design Experts 6.0, NemrodW; Các
phần mềm và ngôn ngữ chuyên dụng để thiết kế vải và điều khiển các quá trình
tự động trên máy dệt."
7178,7178,TEX5052,Đồ án thiết kế nhà máy may,3(0-0-6-6),3,6,KCNDMVTT,"TEX5042,TEX4912",Sub-Project of Garment factory design,0.5,"* Sinh viên có khả năng tổng hợp và hệ thống hóa kiến thức đã học về công nghệ, thiết bị và thiết kế xí nghiệp may, vận dụng kiến thức để giải quyết nhiệm vụ thiết kế đặt ra;
  * Có khả năng phân tích đặc điểm quá trình sản phẩm may, điều kiện tổ chức quá trình sản xuất sản phẩm;

  * Đề xuất các giải pháp tổ chức, kỹ thuật công nghệ; Xây dựng tài liệu kỹ thuật công nghệ và thiết kế xí nghiệp may sản phẩm.","* Phân tích dữ liệu ban đầu;
  * Thiết lập nhiệm vụ sản xuất; Xây dựng các quy trình công nghệ sản xuất sản phẩm; Lựa chọn hình thức tổ chức và công suất xí nghiệp; Xây dựng sơ đồ quá trình công nghệ sản xuất và bố trí mặt bằng xí nghiệp, Xây dựng sơ đồ công nghệ sản xuất và bố trí mặt bằng chuyền trong các phân xưởng của xí nghiệp."
7179,7179,TEX5053,Xử lý hoàn tất sản phẩm dệt may đàn tính cao,2(2-0-0-4),2,2,KCNDMVTT, ,Finishing of high elastic textile products,0.7,,
7180,7180,TEX5054,Tin học ứng dụng trong thiết kế phom giầy,2(0-0-4-4),2,6,KCNDMVTT, ,Applied Informatics in Shoe Lasts Design,0.5,"Sinh viên được củng cố kiến về thiết kế và nhân cỡ số phom giầy, có kỹ năng
thiết kế phom giầy trên máy tính.","Ứng dụng tin học trong thiết kế, gia công phom giầy. Thực hành thiết kế phom
giầy trên máy tính với phần mềm thiết kế phom giầy."
7181,7181,TEX5055,Đồ án thiết kế thời trang công nghiệp,3(0-0-6-6),3,9,KCNDMVTT, ,Ready-to-wear design project,0.5,,
7182,7182,TEX5056,Merchandising trong công nghiệp dệt may may,2(2-0-0-4),2,2,KCNDMVTT, ,Merchandising in textile industry,0.7,,
7183,7183,TEX5061,Đồ án công nghệ dệt,3(0-0-6-6),3,6,KCNDMVTT,TEX3101,Project in Textile Technology,0.7,"Tạo điều kiện cho sinh viên ứng dụng các kiến thức đã học để làm chủ thiết bị
và công nghệ trong thực tế sản xuất dệt.","Khảo sát thực trạng một công đoạn hoặc một quy trình công nghệ dệt; Đánh giá
và đề xuất các giải pháp cải tiến công nghệ; Thực nghiệm các giải pháp; Đánh
giá hiệu quả kinh tế giải pháp đã đề xuất."
7184,7184,TEX5062,Nhân trắc học may mặc,2(2-0-0-4),2,2,KCNDMVTT,TEX4382,Anthropometry in Garment Industry,0.7,"Sinh viên nắm được phương pháp nghiên cứu nhân trắc học và xây dựng hệ cỡ số
cơ thể người, phục vụ thiết kế sản phẩm may mặc.","* Đặc điểm cấu tạo, hình thái cơ thể người, các chủng tộc người; Phân loại hình dáng cơ thể người;
  * Phương pháp nghiên cứu trong nhân trắc học may mặc;
  * Trình tự và nguyên tắc xây dựng hệ cỡ số cơ thể người phục vụ thiết kế sản phẩm may mặc;
  * Giới thiệu một số hệ thống cỡ số cơ thể người phục vụ thiết kế sản phẩm may."
7185,7185,TEX5063,Phân tích hóa học vật liệu và sản phẩm dệt may,3(2-0-2-6),3,5,KCNDMVTT, ,Chemical Testing of Textile and Garment Products,0.7,"Sinh viên nắm được các phương pháp và thiết bị dùng phân tích định tính, định
lượng thành phần hoá học vật liệu dệt may. Từ đó, sinh viên có khả năng lựa
chọn phương pháp phân tích phù hợp, triển khai các phương pháp thử theo các
tiêu chuẩn Việt Nam và quốc tế.","* Phương pháp phân tích định tính và định lượng thành phần nguyên liệu vải-sợi pha;
  * Phương pháp triết tách (rung siêu âm, shôhlét, dung môi) và phân tích định lượng các hợp chất hoá học có trên xơ-sợi-vải (thiết bị quang phổ tử ngoại khả kiến UV/VIS, hệ thống thiết bị sắc ký lỏng và sắc ký khí)."
7186,7186,TEX5064,Đồ án thiết kế mặt hàng da giầy,3(0-0-6-6),3,6,KCNDMVTT, ,Project of Designing Footwear and Leather Goods,0.5,"Sinh viên có khả năng xây dựng chỉ tiêu kinh tế - kỹ thuật của mặt hàng cho
trước; từ đó chọn nguyên liệu, dạng sản phẩm, thiết kế mỹ thuật, thiết kế kỹ
thuật, thiết lập quy trình công nghệ và dự toán giá thành sản phẩm.","* Giới thiệu về nguyên lý thiết kế sản phẩm da giầy (lựa chọn nguyên liệu, dạng sản phẩm, xây dựng chỉ tiêu kinh tế – kỹ thuật, thiết kế mỹ thuật, thiết kế kỹ thuật, quy trình công nghệ đáp ứng yêu cầu mặt hàng).
  * Thực hành thiết kế sản phẩm da giầy và dự toán giá thành sản phẩm."
7187,7187,TEX5065,Tạo mẫu phụ trang,2(1-2-0-4),2,3,KCNDMVTT, ,Accessories Design,0.6,,
7188,7188,TEX5071,Cơ cấu máy dệt,2(2-0-0-4),2,2,KCNDMVTT, ,Textile Machines,0.7,,
7189,7189,TEX5072,Thiết kế trang phục chuyên dụng,2(2-1-0-4),2,3,KCNDMVTT, ,Protective clothing design,0.7,"Sinh viên nắm được điều kiện sử dụng, yêu cầu và chức năng của trang phục
chuyê **n  **dụng; Lựa chọn vật liệu, kết cấu cho phù hợp; Các vấn đề liên
quan đến thiết kế trang phục chuyên dụng; Thiết kế được trang phục chuyên
dụng.","* Phân tích điều kiện môi trường sử dụng của trang phục chuyên dụng;
  * Xác lập yêu cầu trang phục chuyên dụng;

  * Lựa chọn vật liệu may, kết cấu sản phẩm; Xem xét ảnh hưởng của vật liệu may đến kết cấu sản phẩm, hình dáng kích thước của trang phục và an toàn lao động;

  * Nguyên tắc cơ bản thiết kế trang phục chuyên dụng điển hình;

  * Thiết kế một số trang phục bảo vệ trong môi trường lạnh, lạnh ẩm, nóng, bức xạ nhiệt; trang phục thể thao."
7190,7190,TEX5073,"Thiết kế nhà máy nhuộm-in, hoàn tất sản phẩm dệt",3(2-2-0-6),3,4,KCNDMVTT, ,Design of Textile Dyeing Finishing Factory,0.7,"* Sinh viên nắm được mô hình tổ chức, các nguyên tắc cơ bản để thiết kế nhà máy nhuộm – in, hoàn tất sản phẩm dệt. Có khả năng phân tích, lựa chọn giải pháp tổ chức và kỹ thuật phù hợp với điều kiện thực tế.
  * Thiết kế được các bộ phận tiền xử lý, nhuộm, in, hoàn tất và các bộ phận kỹ thuật liên quan.
  * Tính toán hiệu quả kinh tế kỹ thuật của nhà máy. Tổng hợp thiết kế xây dựng và quy hoạch nhà xưởng, thiết kế quy hoạch tổng mặt bằng toàn nhà máy.","* Giới thiệu các nguyên tắc cơ bản thiết kế nhà máy in nhuộm hoàn tất sản phẩm dệt;
  * Đặc điểm tổ chức – kỹ thuật các bộ phận sản xuất trong nhà máy in nhuộm hoàn tất; Trình tự và nội dung tính toán thiết kế các bộ phận trong nhà máy in nhuộm hoàn tất: Bộ phận tiền xử lý, bộ phận nhuộm, bộ phận in, bộ phận hoàn tất, phòng thí nghiệm in nuộm, kho nguyên phụ liệu, kho hóa chất, kho thành phẩm v.v.
  * Nguyên lý thiết kế nhà công nghiệp một tầng và nhiều tầng; Lựa chọn địa điểm xây dựng và thiết kế qui hoạch tổng mặt bằng nhà máy in nhuộm hoàn tất các loại sản phẩm dệt thông dụng. Tính toán hiệu quả kinh tế kỹ thuật của nhà máy."
7191,7191,TEX5074,Hóa chất và polime ngành da giầy,2(2-0-0-4),2,2,KCNDMVTT, ,Chemical and Polymer for Footwear and Leather Goods Manufacture,0.7,"Sinh viên nắm được kiến thức về các loại hóa chất và vật liệu polime được sử
dụng trong sản xuất giầy và sản phẩm da, có thể sử dụng hóa chất hiệu quả
trong sản xuất giầy và sản phẩm da.","Vật liệu polime cho công nghiệp giầy và sản phẩm da: Biến tính vật liệu polime
để làm các chi tiết giầy; Các tính chất và đặc tính sử dụng các loại vật liệu
polime khác nhau; Keo dán; Hóa chất trau chuốt (hoàn thiện) giầy và sản phẩm
da."
7192,7192,TEX5075,Thiết kế phụ trang,2(0-0-4-4),2,6,KCNDMVTT, ,Accessories Technical Design,0.6,,
7193,7193,TEX5076,Định mức lao động dệt may,2(2-0-0-4),2,2,KCNDMVTT, ,Labour norms in textile field,0.7,,
7194,7194,TEX5081,Chuyên đề bông phế,2(2-0-0-4),2,2,KCNDMVTT, ,Waste in spinning,0.7,,
7195,7195,TEX5082,Tạo mẫu trang phục,3(2-2-0-6),3,4,KCNDMVTT,"TEX4312,TEX4382",Fashion Design,0.7,"* Sinh viên nắm được kiến thức về các yếu tố ảnh hưởng đến quá trình tạo mẫu trang phục.
  * Sau khi hoàn thành học phần này, sinh viên có khả năng độc lập nghiên cứu và vận dụng các kỹ năng thiết kế mỹ thuật để đề xuất các giải pháp thiết kế mang tính thẩm mỹ và ứng dụng thực tế.","* Đặc điểm, chức năng, điều kiện sử dụng của chủng loại trang phục;
  * Nghiên cứu đối tượng sử dụng sản phẩm; Nghiên cứu vật liệu sử dụng; Nghiên cứu xu hướng thời trang; Đề xuất giải pháp thiết kế mỹ thuật; Thiết kế bộ mẫu thời trang cho một dòng sản phẩm hữu dụng theo một ý tưởng nhất định."
7196,7196,TEX5083,"Đồ án TK nhà máy nhuộm-in, hoàn tất sản phẩm dệt",2(0-0-4-4),2,4,KCNDMVTT, ,Project of Designing Textile Dyeing Finishing Factory,0.7,"* Sinh viên nắm được kiến thức về thiết kế nhà máy nhuộm – in, hoàn tất sản phẩm dệt, có khả năng vận dụng kiến thức các môn học trước để phân tích và lựa chọn hình thức tổ chức nhà máy phù hợp với điều kiện sản xuất thực tế, tính toán thiết kế số lượng lao động, lựa chọn thiết bị, thiết kế chỗ làm việc và bố trí mặt bằng nhà máy, các dây chuyền sản xuất trong các phân xưởng,
  * Thiết kế xây dựng tổng thể nhà máy và tính toán được các chỉ tiêu kinh tế kỹ thuật chính của dự án.","* Nghiên cứu các dữ liệu ban đầu, xác định nhiệm vụ thiết kế, phân tích sản phẩm và xây dựng qui trình sản xuất sản phẩm, thiết kế dây chuyền sản xuất trong các phân xưởng, thiết kế tổng thể nhà máy,
  * Tính toán các chỉ tiêu kinh tế kỹ thuật chính của nhà máy."
7197,7197,TEX5084,Công nghệ sản xuất giầy chuyên dụng,2(2-0-0-4),2,2,KCNDMVTT, ,Technology of special shoe manufacture,0.7,"Sinh viên nắm được kiến thức về công nghệ sản xuất các loại giầy chuyên dụng
(giầy thể thao, giầy bảo hộ lao động và giầy cho người khuyết tật bàn chân),
có thể áp dụng kiến thức trong thực tế sản xuất các loại giầy này)","* Công nghệ sản xuất giầy thể thao: Mối quan hệ giữa môi trường, hoạt động bàn chân và giầy, Vật liệu và phương pháp ráp đế. Ráp nối các chi tiết mũ giầy, gò ráp đế giầy;
  * Công nghệ sản xuất giầy bảo hộ lao động: Mối quan hệ giữa môi trường, hoạt động bàn chân và giầy; Vật liệu và phương pháp ráp đế, Ráp nối các chi tiết mũ giầy, gò ráp đế giầy;

  * Công nghệ sản xuất giầy chỉnh hình và giầy chữa bệnh bàn chân: phân loại, vật liệu, công nghệ sản xuất."
7198,7198,TEX5085,Phát triển sản phẩm thời trang,2(1-2-0-4),2,3,KCNDMVTT,TEX5105,Fashion product development,0.6,,
7199,7199,TEX5091,Công nghệ sản xuât vải kỹ thuật,2(2-0-0-4),2,2,KCNDMVTT, ,Industrial fabric manufacturing technology,0.7,,
7200,7200,TEX5092,Tin học ứng dụng trong Tạo mẫu sản phẩm may,2(0-0-4-4),2,6,KCNDMVTT, ,Applied Informatics in Fashion Sketching,0.7,"Sinh viên có khả năng vẽ mô tả 2D các sản phẩm may, một số dáng mẫu thời trang
điển hình ở trạng thái tĩnh, động, thể hiện phác thảo
một bộ sưu tập mẫu với phần mềm Illustrator và một số ứng dụng của các phần
mềm Fashion studio, V_stitcher.","* Giới thiệu cấu trúc và chức năng của phần mềm; Các bài thực hành cơ bản với các chức năng thông dụng của phần mềm; Tạo và chỉnh sửa các hình cơ bản, làm việc với công cụ chọn, làm việc với palette màu; Chức năng và cách sử dụng của các công cụ vẽ;
  * Thực hành vẽ mô tả sản phẩm may cơ bản: Váy, quần âu, áo sơ mi, áo jacket với công cụ vẽ Pen Tool; Sử dụng kết hợp các công cụ để vẽ mô tả một số dáng mẫu thời trang điển hình ở trạng thái tĩnh và động, thể hiện phác thảo một bộ sưu tập mẫu, giới thiệu một số phần mềm ứng dụng trong tạo mẫu sản phẩm may: Fashion studio, V_stitcher."
7201,7201,TEX5093,Công nghệ hoàn tất da và lông thú,2(2-0-0-4),2,2,KCNDMVTT, ,Technology of leather and fur finishing,0.7,,
